id;country;designation;points;price;province;region_1;winery
408;Italy;Millesimato Extra Dry;85;15;Veneto;Prosecco di Conegliano e Valdobbiadene;Le Vigne di Alice
412;Italy;Canah Brut;85;20;Veneto;Prosecco di Valdobbiadene;Perlage
414;Italy;Stefany Extra Dry;85;16;Veneto;Prosecco del Veneto;Pizzolato
416;Italy;Extra Dry;85;14;Veneto;Prosecco del Veneto;Ca'Tullio
434;Italy;Rocche dell'Annunziata;89;89;Piedmont;Barolo;Revello Fratelli
436;Italy;Gold Label;89;15;Piedmont;Gavi;Tenuta La Marchesa
445;Italy;Vigorosa Rosato;88;28;Sicily & Sardinia;Etna;Fattorie Romeo del Castello
449;Italy;Pas Dosé Aligi Sassu;92;39;Lombardy;Franciacorta;Majolini
451;Italy;Messaggero;92;35;Tuscany;Vino Nobile di Montepulciano;Montemercurio
458;Italy;Gran Cuvée Pas Operé;92;50;Lombardy;Franciacorta;Bellavista
465;Italy;Morar;92;69;Veneto;Amarone della Valpolicella;Valentina Cubi
479;Italy;Riserva;87;15;Sicily & Sardinia;Cannonau di Sardegna;Santa Maria La Palma
481;Italy;Costera;87;18;Sicily & Sardinia;Isola dei Nuraghi;Argiolas
487;Italy;Tovè;87;15;Northeastern Italy;Colli Orientali del Friuli;Marco Cecchini
542;Italy;Praepositus Passito;93;30;Northeastern Italy;Alto Adige Valle Isarco;Abbazia di Novacella
549;Italy;Resa 56;93;90;Piedmont;Barolo;Brandini
600;Italy;Le Marne;87;19;Piedmont;Gavi;Michele Chiarlo
617;Italy;Millesimato Extra Dry;87;25;Veneto;Conegliano Valdobbiadene Prosecco Superiore;Bacio della Luna
619;Italy;Brut;87;16;Piedmont;Piedmont;Borgo Maragliano
620;Italy;Dry;87;20;Veneto;Conegliano Valdobbiadene Prosecco Superiore;Bortolotti
626;Italy;Memorio Creari;87;23;Veneto;Gambellara Classico;Domenico Cavazza
627;Italy;Sivoy;87;19;Piedmont;Monferrato;Cascina La Ghersa
662;Italy;Ornato;90;65;Piedmont;Barolo;Palladino
664;Italy;Siri d'Jermu;90;35;Piedmont;Dogliani Superiore;Pecchenino
665;Italy;Costa Bruna;90;25;Piedmont;Barbera d'Alba;Poderi Colla
677;Italy;Smeriglio Riserva;90;50;Tuscany;Cortona;Baracchi Riccardo
678;Italy;Smeriglio;90;35;Tuscany;Cortona;Baracchi Riccardo
682;Italy;Metodo Classico;90;45;Piedmont;Piemonte;Castello di Neive
683;Italy;Cignale;90;70;Tuscany;Colli della Toscana Centrale;Castello di Querceto
686;Italy;Acclivi;90;53;Piedmont;Barolo;Comm. G. B. Burlotto
692;Italy;Capatosta;91;35;Tuscany;Morellino di Scansano;Poggio Argentiera
695;Italy;Riserva Ducale Oro Gran Selezione;91;43;Tuscany;Chianti Classico;Ruffino
725;Italy;Meriame;85;80;Piedmont;Barolo;Paolo Manzone
739;Italy;Riserva;85;102;Piedmont;Barolo;Marchesi di Barolo
744;Italy;Campo Quadro Riserva;85;48;Piedmont;Barbaresco;Punset
769;Italy;Synthesi;87;30;Southern Italy;Aglianico del Vulture;Paternoster
777;Italy;Cràtis;92;18;Northeastern Italy;Colli Orientali del Friuli;Scubla
781;Italy;Giulio Ferrari Riserva del Fondatore;92;85;Northeastern Italy;Trento;Ferrari
808;Italy;Le Vele;90;32;Central Italy;Verdicchio dei Castelli di Jesi Classico;Moncaro
826;Italy;Ciampoleto;86;28;Tuscany;Rosso di Montalcino;Tenuta San Giorgio
844;Italy;Bianco;90;24;Sicily & Sardinia;Etna;Cottanera
856;Italy;Taburno;90;25;Southern Italy;Sannio;Fattoria La Rivolta
861;Italy;Rosso;90;30;Sicily & Sardinia;Etna;Graci
894;Italy;Castello di Montepò;90;29;Tuscany;Morellino di Scansano;Jacopo Biondi-Santi
895;Italy;Giuseppe Olivi Memento;90;45;Tuscany;Toscana;Le Buche
899;Italy;Fonterutoli;90;28;Tuscany;Chianti Classico;Mazzei
904;Italy;Pajè;87;50;Piedmont;Barbaresco;Boffa
917;Italy;Bussia;87;50;Piedmont;Barolo;Deltetto
918;Italy;Ginestra;87;50;Piedmont;Barolo;Diego Conterno
955;Italy;Nirvasco;87;50;Piedmont;Barolo;Bersano
956;Italy;Anni Venti Metodo Classico;87;30;Southern Italy;Greco di Tufo;Cantine di Marzo
964;Italy;Argillaia;85;17;Lombardy;Lugana;Fabiano
965;Italy;Vecchie Vigne;85;48;Southern Italy;Primitivo di Manduria;Vinosia
975;Italy;P;85;12;Sicily & Sardinia;Sicilia;Feudo Montoni
980;Italy;Capitel della Crosara;85;41;Veneto;Amarone della Valpolicella Classico;Montresor
982;Italy;Col di Luna;85;16;Veneto;Piave;Bellenda
995;Italy;Edèlmio;88;26;Sicily & Sardinia;Sicilia;Benanti
996;Italy;Terre di Giumara;88;14;Sicily & Sardinia;Sicilia;Caruso & Minini
1001;Italy;Il Monovitigno;88;41;Sicily & Sardinia;Etna;Benanti
1013;Italy;Cembali;88;45;Sicily & Sardinia;Sicilia;Baglio di Pianetto
1016;Italy;Gradiva Collectio;88;22;Sicily & Sardinia;Sicilia;Casa di Grazia
1017;Italy;Zahara;88;22;Sicily & Sardinia;Sicilia;Casa di Grazia
1022;Italy;Cubia Tenuta Ficuzza;88;27;Sicily & Sardinia;Sicilia;Cusumano
1035;Italy;Aquilae;88;12;Sicily & Sardinia;Terre Siciliane;Viticultori Associati Canicatti
1036;Italy;Salisire Bianco;88;28;Sicily & Sardinia;Etna;Vivera
1044;Italy;Rive Alte;85;17;Northeastern Italy;Isonzo del Friuli;Tenuta Luisa
1046;Italy;Bianco degli Arzillari;85;28;Northeastern Italy;Colli Orientali del Friuli;I Clivi
1071;Italy;Castelletto;94;57;Piedmont;Barolo;Mauro Veglio
1077;Italy;Ascheri;94;180;Piedmont;Barolo;Ascheri
1109;Italy;Sant'Ercolano;90;70;Tuscany;Vino Nobile di Montepulciano;Carpineto
1138;Italy;Frà;84;10;Southern Italy;Basilicata;Grifalco
1148;Italy;Caporosso;83;14;Sicily & Sardinia;Sicilia;Cantine Grasso
1161;Italy;Desiderio Jeio Brut;86;17;Veneto;Prosecco del Veneto;Bisol
1162;Italy;Extra Dry;86;15;Veneto;Prosecco di Conegliano;Carmina
1163;Italy;Cuvée Oro Dry;86;20;Veneto;Prosecco di Conegliano;Carpenè Malvolti
1164;Italy;Servo Suo Dry Vendemmia Tardiva;86;19;Veneto;Prosecco di Valdobbiadene;Col Saliz
1167;Italy;Special Cuvée Brut;86;13;Veneto;Prosecco del Veneto;Zonin
1169;Italy;Millesimato Extra Brut;86;13;Veneto;Prosecco del Veneto;Toffoli
1176;Italy;Col del Sas Extra Dry;86;18;Veneto;Prosecco di Valdobbiadene;Spagnol
1181;Italy;Montersino;88;50;Piedmont;Barbaresco;Bel Colle
1183;Italy;Margheria;88;49;Piedmont;Barolo;Boasso
1184;Italy;I Tre Pais;88;50;Piedmont;Barolo;Broccardo
1197;Italy;Serragrilli;87;90;Piedmont;Barbaresco;Battaglio
1205;Italy;Rocche di Castelletto;87;75;Piedmont;Barolo;Cascina Chicco
1207;Italy;Bussia Dardi Le Rose;93;80;Piedmont;Barolo;Poderi Colla
1218;Italy;Villa Bucci Riserva;93;57;Central Italy;Verdicchio dei Castelli di Jesi Classico;Bucci
1237;Italy;Geografico;88;16;Tuscany;Chianti Classico;Agricoltori del Chianti Geografico
1239;Italy;Riserva;88;35;Tuscany;Chianti Classico;Castellare di Castellina
1258;Italy;Vigna La Casa;88;90;Tuscany;Brunello di Montalcino;Caparzo
1260;Italy;Santagostino Baglio Sorìa;85;22;Sicily & Sardinia;Sicilia;Firriato
1274;Italy;Haermosa;84;28;Sicily & Sardinia;Sicilia;Masseria del Feudo Grottarossa
1283;Italy;Terrale Oro;84;10;Sicily & Sardinia;Sicilia;Calatrasi
1288;Italy;St. Magdalener Classico;89;19;Northeastern Italy;Alto Adige;Griesbauerhof
1290;Italy;Sanct Valentin;89;48;Northeastern Italy;Alto Adige;Cantina Produttori San Michele Appiano
1297;Italy;Tradizionale Blanc de Morgex et de La Salle;89;20;Northwestern Italy;Valle d'Aosta;Cave du Vin Blanc de Morgex et de la Salle
1299;Italy;Cornell Villa Nigra;89;49;Northeastern Italy;Alto Adige;Colterenzio
1312;Italy;I Vigneti;89;15;Northeastern Italy;Alto Adige;Tenuta Peter Sölva & Söhne
1314;Italy;Linticlarus Riserva;89;40;Northeastern Italy;Alto Adige;Tiefenbrunner
1344;Italy;della Timpa;90;18;Sicily & Sardinia;Sicilia;Feudo Montoni
1347;Italy;Le Pitre;86;29;Southern Italy;Salento;Villa Mottura
1350;Italy;Preta;86;19;Southern Italy;Sannio;Capolino Perlingieri
1363;Italy;Sangue Blu;86;18;Southern Italy;Puglia;Torre Quarto
1372;Italy;Vigneto Vigne dai Vieris;86;10;Northeastern Italy;Venezia Giulia;Di Lenardo
1402;Italy;Puiten;88;23;Northeastern Italy;Alto Adige;Colterenzio
1403;Italy;Tannenberg;88;30;Northeastern Italy;Alto Adige Terlano;Manincor
1452;Italy;Fornace;94;125;Tuscany;Brunello di Montalcino;Le Ragnaie
1454;Italy;Campolongo di Torbe;94;154;Veneto;Amarone della Valpolicella Classico;Masi
1460;Italy;Morei;93;48;Northeastern Italy;Vigneti delle Dolomiti;Foradori
1471;Italy;Riserva;93;85;Tuscany;Brunello di Montalcino;Villa Poggio Salvi
1474;Italy;Riserva;86;18;Central Italy;Montefalco Rosso;Terre de Trinci
1475;Italy;Pinot Grigio;86;15;Northeastern Italy;Colli Orientali del Friuli;Mosolo Gleni
1491;Italy;Pinot Grigio;85;15;Central Italy;Umbria;Lungarotti
1500;Italy;Cometa;92;43;Sicily & Sardinia;Sicilia;Planeta
1522;Italy;Don Antonio;92;42;Sicily & Sardinia;Sicilia;Morgante
1526;Italy;Hierà;86;21;Sicily & Sardinia;Terre Siciliane;Hauner
1544;Italy;The Wanted Zin Blush;85;14;Southern Italy;Puglia;Orion Wines
1550;Italy;Heaven Scent;85;20;Veneto;Bardolino Chiaretto;Villa Cordevigo
1553;Italy;Rosé di Lulu;85;18;Southern Italy;Murgia;Botromagno
1561;Italy;Guado al Tasso;98;102;Tuscany;Bolgheri Superiore;Marchesi Antinori
1563;Italy;Sassicaia;97;220;Tuscany;Bolgheri Sassicaia;Tenuta San Guido
1564;Italy;Ornellaia;97;215;Tuscany;Bolgheri Superiore;Tenuta dell'Ornellaia
1570;Italy;Argentiera;96;75;Tuscany;Bolgheri Superiore;Tenuta Argentiera
1588;Italy;Scurati;88;16;Sicily & Sardinia;Terre Siciliane;Ceuso
1603;Italy;Memorie;88;25;Sicily & Sardinia;Sicilia;Feudo Antico
1609;Italy;Cutaja Riserva;87;14;Sicily & Sardinia;Delia Nivolelli;Caruso & Minini
1668;Italy;Capostrano;85;19;Central Italy;Montepulciano d'Abruzzo;Cantina Valle Tritana
1696;Italy;Quercegobbe;86;50;Tuscany;Toscana;Petra
1698;Italy;Solista;86;85;Tuscany;Toscana;Terralsole
1699;Italy;Poggio al Tufo Rompicollo;86;16;Tuscany;Maremma;Tommasi
1705;Italy;Patrimonio;86;15;Tuscany;Toscana;Antonino Tringali-Casanuova
1709;Italy;Wine Obsession I Miti;86;65;Tuscany;Toscana;Villa Vignamaggio
1713;Italy;Birba;85;29;Tuscany;Toscana;La Gerla
1736;Italy;Ugolforte;92;50;Tuscany;Brunello di Montalcino;Tenuta San Giorgio
1738;Italy;Riserva;92;80;Tuscany;Brunello di Montalcino;Lisini
1740;Italy;Le Serre Nuove;92;75;Tuscany;Bolgheri;Ornellaia
1743;Italy;Poggiotondo;92;45;Tuscany;Brunello di Montalcino;Centolani
1798;Italy;Riserva;91;50;Piedmont;Barolo;Villadoria
1859;Italy;Giambattista Valli;83;30;Sicily & Sardinia;Cerasuolo di Vittoria;Feudi del Pisciotto
1864;Italy;Tinata;94;130;Tuscany;Toscana;Monteverro
1865;Italy;Castello di Fonterutoli Siepi;93;120;Tuscany;Toscana;Mazzei
1869;Italy;Poggio ai Merli;93;75;Tuscany;Toscana;Castellare di Castellina
1875;Italy;Marchesale;93;80;Tuscany;Toscana;Terre del Marchesato
1885;Italy;Monteti;93;60;Tuscany;Toscana;Tenuta Monteti
1904;Italy;Alessandra;89;24;Southern Italy;Fiano di Avellino;Di Meo
1907;Italy;Gravisano Passito;89;30;Southern Italy;Murgia;Botromagno
1925;Italy;Cannubi Boschis;87;50;Piedmont;Barolo;Virna Borgogno
1928;Italy;Tre Rovere;87;25;Piedmont;Barbera d'Asti Superiore;Pico Maccario
1932;Italy;Vigna San Giacomo;87;80;Piedmont;Barolo;Stroppiana
1960;Italy;Chimera;88;30;Sicily & Sardinia;Vermentino di Sardegna;Tenute Soletta
1961;Italy;Kyanos;88;32;Sicily & Sardinia;Isola dei Nuraghi;Tenute Soletta
1967;Italy;Regale;88;20;Southern Italy;Primitivo di Manduria;Torre Quarto
1972;Italy;Barbazzale;88;14;Sicily & Sardinia;Etna;Cottanera
1975;Italy;Sud;88;15;Southern Italy;Primitivo di Manduria;Feudi di San Marzano
1977;Italy;Elo Veni;88;15;Southern Italy;Salento;Leone de Castris
1983;Italy;Schietto;88;19;Sicily & Sardinia;Sicilia;Principi di Spadafora
2000;Italy;Baglio del Sole;84;12;Sicily & Sardinia;Sicilia;Feudi del Pisciotto
2029;Italy;Montunal;87;15;Lombardy;Lugana;Montonale
2030;Italy;Memento;87;39;Tuscany;Toscana;Olivi
2036;Italy;Castello;87;15;Veneto;Soave Classico;Cantina del Castello
2037;Italy;Vom Stein;87;17;Northeastern Italy;Alto Adige;Castelfeder
2043;Italy;Gramolere;92;82;Piedmont;Barolo;Fratelli Alessandria
2044;Italy;Bricco delle Viole;92;75;Piedmont;Barolo;G D Vajra
2045;Italy;Luigi Baudana Cerretta;92;85;Piedmont;Barolo;G D Vajra
2054;Italy;Costa di Bussia;92;50;Piedmont;Barolo;Tenuta Arnulfo
2060;Italy;Cannubi;92;76;Piedmont;Barolo;Damilano
2074;Italy;Lamorèmio;90;45;Sicily & Sardinia;Sicilia;Benanti
2075;Italy;Il Monovitigno;90;41;Sicily & Sardinia;Sicilia;Benanti
2096;Italy;Sot Lis Rivis;87;29;Northeastern Italy;Isonzo del Friuli;Ronco del Gelso
2098;Italy;Vineis;87;21;Northeastern Italy;Colli Orientali del Friuli;Rocca Bernarda
2103;Italy;Amplius;87;22;Northeastern Italy;Colli Orientali del Friuli;Comelli
2106;Italy;Villa Canlungo;87;19;Northeastern Italy;Collio;Eugenio Collavini
2108;Italy;Chardonnay;87;12;Northeastern Italy;Delle Venezie;Folonari
2129;Italy;Monfrini;88;15;Piedmont;Roero;Ponchione Maurizio
2133;Italy;Costalunga;88;10;Piedmont;Barbera d'Asti;Bersano
2147;Italy;Podere;84;10;Central Italy;Montepulciano d'Abruzzo;Umani Ronchi
2148;Italy;Vasari;84;11;Central Italy;Montepulciano d'Abruzzo;Barba
2171;Italy;Cannubi;90;107;Piedmont;Barolo;Marchesi di Barolo
2173;Italy;Rocche di Castiglione;90;58;Piedmont;Barolo;Monchiero
2213;Italy;Le Colombare;88;53;Veneto;Recioto di Soave;Pieropan
2224;Italy;Riserva;94;92;Tuscany;Brunello di Montalcino;Fornacina
2225;Italy;Riserva;94;85;Tuscany;Brunello di Montalcino;San Polino
2232;Italy;Riserva;94;120;Tuscany;Brunello di Montalcino;Podere Brizio
2233;Italy;Madre;94;73;Tuscany;Toscana;Poggio Antico
2234;Italy;Riserva;94;65;Tuscany;Brunello di Montalcino;Mocali
2239;Italy;Vigna Spuntali Val di Suga;94;106;Tuscany;Brunello di Montalcino;Tenimenti Angelini
2243;Italy;Riserva;94;75;Tuscany;Brunello di Montalcino;Collosorbo
2249;Italy;Il Mio Brunello Riserva;94;150;Tuscany;Brunello di Montalcino;Il Poggiolo E. Cosimi
2257;Italy;Pro Nobis;87;26;Piedmont;Ruché di Castagnole Monferrato;Cantine Sant'Agata
2262;Italy;Canua;87;40;Lombardy;Valtellina Superiore;Salis 1637
2295;Italy;Pian delle Vigne;90;66;Tuscany;Brunello di Montalcino;Marchesi Antinori
2296;Italy;Fonterutoli;90;28;Tuscany;Chianti Classico;Mazzei
2313;Italy;San Leonino Riserva;90;37;Tuscany;Chianti Classico;Tenimenti Angelini
2317;Italy;Vigna Misciano Riserva;90;34;Tuscany;Chianti Classico;Borgo Scopeto
2362;Italy;Grotta del Ninfeo;88;42;Veneto;Amarone della Valpolicella;Domenico Fraccaroli
2373;Italy;Le Morete;88;20;Veneto;Valpolicella Classico Superiore Ripasso;Manara
2374;Italy;Blanc des Rosis;88;30;Northeastern Italy;Collio;Mario Schiopetto
2401;Italy;Campo Reale;87;14;Sicily & Sardinia;Sicilia;Tenuta Rapitalà
2409;Italy;Sallier de la Tour;85;13;Sicily & Sardinia;Sicilia;Tasca d'Almerita
2412;Italy;Dolia;85;14;Sicily & Sardinia;Monica di Sardegna;Cantine di Dolianova
2434;Italy;Ametys;85;17;Southern Italy;Puglia;Miali
2444;Italy;Rosé Metodo Classico;90;30;Central Italy;Lambrusco di Modena;Cantina della Volta
2448;Italy;Amarasco;90;20;Central Italy;Lazio;Principe Pallavicini
2450;Italy;Greppone Mazzi;90;80;Tuscany;Brunello di Montalcino;Ruffino
2468;Italy;Riserva;90;75;Tuscany;Brunello di Montalcino;Collosorbo
2496;Italy;Monte Stelle;88;16;Veneto;Soave Classico;La Cappuccina
2497;Italy;Tal Lùc;88;43;Northeastern Italy;Venezia Giulia;Lis Neris
2509;Italy;Rocche dell'Annunziata;95;65;Piedmont;Barolo;Aurelio Settimo
2510;Italy;Villero;95;60;Piedmont;Barolo;Giacomo Fenocchio
2511;Italy;Cerretta;95;96;Piedmont;Barolo;Giovanni Rosso
2512;Italy;Boito Riserva;95;59;Piedmont;Barbaresco;Rizzi
2514;Italy;Bergera Pezzole;94;60;Piedmont;Barolo;Le Strette
2516;Italy;Rocche di Castiglione;94;42;Piedmont;Barolo;Roccheviberti
2518;Italy;Tre Ciabot;94;48;Piedmont;Barolo;Cascina Ballarin
2519;Italy;Cannubi;94;70;Piedmont;Barolo;Comm. G. B. Burlotto
2520;Italy;Bricco Gattera;94;80;Piedmont;Barolo;Cordero di Montezemolo
2523;Italy;Carobric;94;80;Piedmont;Barolo;Paolo Scavino
2525;Italy;del Comune di Serralunga d'Alba;94;75;Piedmont;Barolo;Rivetto
2526;Italy;Rieder;89;18;Northeastern Italy;Alto Adige;Castelfeder
2537;Italy;Turmhof;89;20;Northeastern Italy;Alto Adige;Tiefenbrunner
2540;Italy;Cacinello;89;28;Central Italy;Marche;Le Senate
2570;Italy;Assoluto;89;45;Sicily & Sardinia;Isola dei Nuraghi;Pala
2573;Italy;Teodosio;89;20;Southern Italy;Aglianico del Vulture;Basilisco
2591;Italy;Bussia;90;92;Piedmont;Barolo;Barale Fratelli
2592;Italy;Castellero;90;82;Piedmont;Barolo;Barale Fratelli
2619;Italy;Gironia Biferno Rosato;83;18;Southern Italy;Molise;Borgo di Colloredo
2632;Italy;Desiderio;90;57;Tuscany;Cortona;Avignonesi
2643;Italy;Olivi Cantine;89;49;Tuscany;Toscana;Le Buche
2666;Italy;Semonte Alto;90;26;Veneto;Valpolicella Classico Superiore Ripasso;Venturini Massimino
2684;Italy;Sergio Zenato Riserva;90;125;Veneto;Amarone della Valpolicella Classico;Zenato
2715;Italy;Teraje;87;10;Northeastern Italy;Friuli Grave;Pradio
2716;Italy;Colbaraca Classico;87;11;Veneto;Soave;Masi
2717;Italy;Vigneto Ai Palazzi;87;15;Veneto;Piave;Masottina
2725;Italy;Urra di Mare;86;11;Sicily & Sardinia;Sicilia;MandraRossa
2726;Italy;Neroametà;86;30;Southern Italy;Campania;Mastroberardino
2730;Italy;Campore;86;28;Southern Italy;Fiano di Avellino;Terredora
2746;Italy;Oltre;86;30;Southern Italy;Greco di Tufo;Agricola Bellaria
2809;Italy;Quercetonda;87;50;Tuscany;Vino Nobile di Montepulciano;Le Casalte
2820;Italy;Al Canapo;86;15;Tuscany;Chianti Colli Senesi;Bindi Sergardi
2833;Italy;Pratale;86;13;Tuscany;Chianti Classico;Coli
2835;Italy;Insoglio del Cinghiale;88;30;Tuscany;Toscana;Campo di Sasso
2840;Italy;Le Cicale;88;30;Tuscany;Toscana;Fattoria Sardi
2846;Italy;Vignarè;88;75;Tuscany;Toscana;Guicciardini Strozzi
2849;Italy;Sister Moon;88;55;Tuscany;Toscana;Il Palagio
2855;Italy;Saporaia;88;45;Tuscany;Brunello di Montalcino;Baccinetti
2859;Italy;I Renai;88;45;Tuscany;Toscana;Sangervasio
2862;Italy;Valdisanti;88;40;Tuscany;Toscana;Tolaini
2870;Italy;Riserva Castel Ringberg;91;37;Northeastern Italy;Alto Adige;Elena Walch
2872;Italy;Contrada Salvarenza Vecchie Vigne;91;25;Veneto;Soave Classico;Gini
2877;Italy;Brut Satèn;91;34;Lombardy;Franciacorta;Contadi Castaldi
2903;Italy;Extra Brut;86;47;Lombardy;Franciacorta;Ricci Curbastro
2908;Italy;Brut Satèn;86;41;Lombardy;Franciacorta;Il Mosnel
2914;Italy;Brut;86;30;Northeastern Italy;Trento;Altemasi
2919;Italy;Podere Cariano;86;35;Veneto;Amarone della Valpolicella Classico;Le Bertarole
2963;Italy;Sinestesìa;86;29;Sicily & Sardinia;Sicilia;Abbazia Santa Anastasia
2966;Italy;Baccante;85;42;Sicily & Sardinia;Sicilia;Abbazia Santa Anastasia
2987;Italy;Grosso Metodo Classico;91;30;Central Italy;Lambrusco di Modena;Paltrinieri
2998;Italy;Secolo Novo Giovanni Biatta Metodo Classico;91;66;Lombardy;Franciacorta;Le Marchesine
3001;Italy;Rosé Brut Metodo Classico;91;43;Italy Other;Vino Spumante;Dubl
